OWNER_ID,ID_TYPE,LICENSE_PLATE,VEHICLE_MODEL,VEHICLE_TYPE,REG_DATE,IU,MFT_YR,VEHICLE_REGISTRATION_NO,VEHICLE_COLOR
2HNYD18973H542139,2,1N6AA0EC0EN789116,Starion,Mitsubishi,12/1/2019 23:34,4USBU33557L306961,1993,575695a8-11c6-474a-8a39-6dac86e7ff3a,Purple
WBAEK73444B456422,1,WDDGF4HB4DF116790,Savana 1500,GMC,4/30/2015 18:54,5UXFH0C56AL732898,2005,2ac9f3a9-537f-478e-a46c-d314022d029a,Violet
5UMDU93507L941941,3,JM3KE2BE5D0608821,Avanti,Studebaker,7/14/2016 19:49,1FTEX1CW6AF375393,1999,d50809ba-6fcf-4662-b6a0-9d50561c9134,Puce
WAUFFAFC3EN219977,3,WAUDH78E66A627577,3-Sep,Saab,2/11/2016 14:52,5NPDH4AE5BH347440,2004,cf5027f6-e3ee-4032-9631-5f9f02820104,Puce
3C63D3HL8CG365745,3,2G4WD552171799125,New Beetle,Volkswagen,5/5/2016 8:15,1GKS2GEJ3CR017358,2012,24c798b8-07cc-4f50-b801-19f5ee8c3a9f,Puce
1G6DH577180857209,3,3D7TT2CT4AG665170,TSX,Acura,5/7/2021 12:21,1G6KD54Y95U884663,1999,6fdff34c-4992-4be1-becd-326362429179,Crimson
WAUXU64B83N097941,3,1GYS4MKJ2FR089773,2500,Ram,1/7/2017 13:20,WAULT68E05A133492,1999,9c830c56-cc26-440e-9cf7-a2c64fcf03a2,Blue
1FTEW1CF3FK374316,1,WP1AA2A23CL906042,F150,Ford,11/4/2016 12:16,WBA3N5C57EF873751,2010,ad538342-4265-4af3-8095-2e0780154f9c,Aquamarine
3N1BC1AP8AL583815,2,SCBBR53W268392858,Maxima,Nissan,12/3/2021 20:01,WAUKH78E17A976851,2004,6a6e2175-5e76-473a-9be3-ae008c6170a4,Indigo
3FADP4AJ5DM889298,2,JN1CV6EK1AM826137,Tribeca,Subaru,4/11/2019 8:22,WAUEH98E77A841768,1987,2d8b33e5-6555-455a-9387-b98747d9c01e,Green
1GD02ZCG4DZ130030,2,JM3ER2W31A0287754,LS,Lincoln,3/25/2018 11:54,TRUSX28N221979006,1994,1975c741-b129-4674-a1c5-404ad9d7a6c6,Indigo
5UXKR2C53F0635416,1,2C3CDXGJXEH238745,Montego,Mercury,8/3/2016 23:18,1N6AA0CH3DN787681,2007,8442b6b7-8556-416e-b185-58875b5cfadb,Crimson
WBA3A9C52FK692309,3,3VWKX7AJ4BM484627,Blackwood,Lincoln,1/21/2021 0:47,1G6KF57971U065899,1973,fe7504c3-471d-42b0-ab7b-2185c6f56ca3,Goldenrod
SAJWA1EK4EM280255,3,KNADM4A39C6483007,Celica,Toyota,9/28/2016 22:45,WAULD54BX4N366080,1997,143f754e-e5e5-48a2-b8b8-c729f656501a,Aquamarine
1N6AA0CH7EN251110,2,3C3CFFBR3ET529368,Bronco,Ford,12/7/2020 13:12,5GAEV23D89J491833,2001,934c6e7d-729c-4245-9725-f16366d43468,Violet
WAUJT58EX3A563805,3,WAUGU44D63N678764,Pilot,Honda,12/23/2021 1:36,WA1DGBFE6CD047956,2000,00d81391-0750-4609-8df4-59ea5f02be84,Fuscia
JTHBE1BL4E5025760,2,WBAUT9C57CA127053,Sprinter 2500,Mercedes-Benz,9/7/2021 15:34,1FMJK1F50AE753726,1999,7dc9de29-3f1f-4412-88b2-c6439818003b,Orange
4F2CY0C76BK350612,3,1G6DX6ED7B0619518,XC70,Volvo,12/17/2016 22:27,WAURMAFD2EN246051,1996,6c093f99-7c34-4aa1-b88f-bd45da4297ae,Red
KMHFC4DF8AA879486,1,JM3ER2A54B0167442,LTD Crown Victoria,Ford,5/8/2018 20:56,1FTSW3B58AE078142,2006,41eb1316-4726-4875-8678-57e6d490e2b6,Teal
2C3CDXL98FH794906,3,YV140MEA6F1902384,SL-Class,Mercedes-Benz,5/25/2016 13:27,WAUXL68E34A189569,2006,812e7b36-8eae-4029-90d5-242535dd6058,Green
1G6AB5SX4F0913023,3,SALME1D49CA493951,V70,Volvo,9/24/2017 14:40,4T1BF1FK7FU441630,1997,5772af35-25fa-4181-8b3b-76e0b66d7ca1,Fuscia
5NPDH4AE0EH106700,1,3GYT4MEF8CG146985,LS,Lincoln,5/7/2018 9:48,3C6JD6DTXCG583359,2008,ebb5ec26-2693-43f9-b3bf-11e074410991,Turquoise
1G6DV8EP3C0866743,2,JTEBU5JR7A5157063,Express 3500,Chevrolet,12/14/2019 20:06,3C4PDDBG2ET412192,2007,9403d7a9-7ec3-48b2-8142-de78cdcc5ab2,Fuscia
1GYS4NKJ7FR072814,2,WDDPK5HA0FF244875,M,Infiniti,6/3/2017 3:40,JTDKDTB34D1012139,2002,c64ef387-8c45-40fd-a606-8f892e596df3,Green
WAUET48HX5K432103,1,WAULT58E85A162734,CL-Class,Mercedes-Benz,12/20/2016 8:08,1GYS3AKJ8FR655789,2009,9dca2ba4-c5a1-49b4-9b5f-85f270f44777,Violet
WBA5A5C53FD350003,3,WBAVA33598F171444,MKX,Lincoln,4/23/2017 5:10,3C6JD6BP8CG347461,2005,599d4a2d-28ee-4af9-960b-7d632afbb3d5,Khaki
3C63D3HL4CG071002,3,3N1AB6AP0BL008184,Mountaineer,Mercury,11/12/2018 16:18,JH4CU4F47CC047790,1996,49959448-d6e5-4b5d-92e6-309d9002098a,Goldenrod
WBAPL5C51BA090442,3,2C3CDXJG3FH173929,Expedition EL,Ford,7/31/2018 5:01,1GTN1UEH7FZ840905,2012,5901dfba-ff62-4258-9949-aa0c1bdac5ed,Goldenrod
WAUJC58E04A105188,1,JM1CR2W39A0898762,Malibu,Chevrolet,5/26/2020 6:09,WDCGG0EBXEG526875,2002,7eec2efa-aa4f-4a8d-a37a-20045177cbdf,Mauv
3N1CN7AP5DL860393,3,1D4PT4GKXBW864593,S-Class,Mercedes-Benz,9/10/2019 5:39,1FBNE3BL1BD444114,2008,dcdc3148-00a5-4bc5-8ab5-b305cc93da78,Fuscia
5XXGM4A78CG577416,1,SCBBR93W08C484056,Matrix,Toyota,4/20/2020 2:33,3FAHP0DC7BR444567,2004,11b8840f-0f16-4ad9-a2fb-40f0d81f55a7,Violet
1C3CDFAA9ED440251,3,2G4WD582071864994,Talon,Eagle,3/9/2017 6:43,1G4GF5E32DF408642,2006,ad046c20-ee61-466c-a69b-a096921bb090,Indigo
5GAKRCKD0FJ178771,2,WAUDFAFL4FN014497,Celica,Toyota,10/14/2017 13:09,1G6DP577770116385,2009,1998428e-dbfe-4558-997e-386fe5b19dea,Khaki
1ZVBP8JZ7D5355706,3,TRURD38J191987182,CL-Class,Mercedes-Benz,7/25/2017 6:31,1G6KD57Y18U267435,2003,07c9f05a-4385-4105-a3be-e96613b3327f,Orange
WAUEKBFB6BN388262,3,1D7CW2GK4AS775167,Grand Prix,Pontiac,9/9/2016 19:29,1GYS4HKJ3FR969923,1990,42217275-167a-4190-96be-909bbf446f26,Yellow
3GYEK62N55G391591,2,1GYEE637690745166,Amigo,Isuzu,9/12/2020 14:36,1D7RE5GK5BS067509,1987,4bf05201-a44e-4b38-a47a-d15e0a734719,Green
WAUKG78E65A784079,2,1FTMF1EW6AK188741,Lanos,Daewoo,11/11/2017 15:53,WBAGN835X4D634322,2001,ae620ed2-e7d9-4761-95bb-a4db33714c09,Khaki
YV4902DZ6C2158358,1,YV4902NC0F1686837,Miata MX-5,Mazda,7/21/2019 5:55,3GYFNHE3XDS160277,1997,ff9560d4-bd68-4122-9a65-345a688013f5,Khaki
SAJWA4EB1EL450059,3,WA1LMAFE0CD738818,LeSabre,Buick,5/26/2021 8:25,1FMJK1H56CE031757,1998,9ed0f6e5-f590-48b9-a9a0-d6759a3b33ec,Aquamarine
4T1BF1FK9DU770200,1,2C3CCAST6CH695235,X3,BMW,3/16/2021 21:19,KMHFG4JGXDA953514,2006,4f49b3fd-f686-484f-ba44-e512984965ce,Yellow
3VWJP7AT4CM038783,2,3D7TP2CT7AG323829,Century,Buick,6/28/2019 0:20,WA1C8BFP1FA976484,2007,a7a516d9-141c-473c-8318-24e0417b3e4d,Fuscia
JTHFE2C24C2666421,2,1G6DJ5EY6B0672564,Corsica,Chevrolet,2/8/2018 6:30,JN8AS5MT1BW766601,2004,19c2aba8-3a7a-4f52-a100-a093aa374e96,Blue
5FRYD4H60FB864532,1,WAUNF98P46A958455,Town & Country,Chrysler,2/3/2021 21:20,1G6KE57Y53U745183,2012,7004971d-2ee2-49d4-8edf-beb808566b7c,Pink
5N1AR2MM0DC191499,3,WBAUN7C56CV876546,Montero Sport,Mitsubishi,5/1/2019 22:15,19UYA41673A491144,1998,275153f3-d5a6-4044-87f4-bf61c77d4bd8,Red
1G4GC5EC2BF426080,1,WAUAF78E68A698645,Grand Prix,Pontiac,8/11/2017 14:48,KMHHT6KD1CU949093,1998,1ef50672-34bf-4eeb-b507-a9eb9d4e883e,Maroon
WP0AA2A95AS747125,1,1C3BC7EGXBN850744,G5,Pontiac,6/28/2015 10:42,YV440MDB6F2859463,2011,dd074761-2a03-4272-ac55-7ff22718189e,Teal
WDDGF4HB5EA495202,1,3GYFNJE33DS769475,Escalade ESV,Cadillac,11/7/2019 9:00,5J8TB2H29CA635601,2009,57ae907a-38c1-481f-907a-e0da6540526c,Crimson
3GYFK66N25G482008,3,WP0CA2A81EK847308,C-MAX Hybrid,Ford,5/20/2021 16:32,1G4HR54K834676058,2009,c35f9b67-4e9a-455c-9927-9ca7bf8b378b,Aquamarine
WBALW3C51CC791126,3,WBAWL73579P380151,M,Infiniti,6/13/2020 15:55,WUADUAFG6F7960538,1984,c085728a-7c6f-4982-a990-92674d14c7c0,Yellow
JN8AS5MTXBW438528,3,2G4WC552961989045,Mirage,Mitsubishi,12/7/2018 16:01,TRUB3AFK4D1975606,2005,d34356be-244f-477f-bc4a-fda9e015a827,Puce
1G6DL5E38C0427278,2,1D7RB1CP1AS967244,Corvette,Chevrolet,6/15/2019 23:33,1G6AL1R35F0831567,1994,c7a83f5b-3f05-4994-95c0-75430a8614db,Pink
WAUKF78E57A660262,1,5UXZV4C59DL284660,VUE,Saturn,6/7/2021 7:34,WAULC58E75A422007,2008,e447fbc4-6d7a-4466-95af-619641aef021,Indigo
WAUWFAFL0AA607105,3,4T1BF1FK4EU327454,Expedition,Ford,12/23/2020 3:06,WBA3K5C50EF488637,1957,bf212b02-aba9-43ab-94bb-31344bc62e1f,Khaki
3D73Y3CL1AG702201,2,WBABW33474P835997,Talon,Eagle,10/26/2017 22:55,SCFHDDAJ5CA967676,1991,7eed2b40-ed9d-46bf-bdc6-baa23e901547,Turquoise
JH4DC53096S385071,2,1G6AC5S35F0897411,Corvette,Chevrolet,4/30/2020 20:27,3GYFNGEY5BS487382,1993,ef0b96cb-4fd5-44dc-974b-39db0c7e5b20,Purple
1GKS1AE0XBR571860,2,3GTU1YEJ5DG201716,B-Series,Mazda,1/22/2021 13:23,5N1AZ2MH7FN952006,1999,9105454a-8e36-457a-9232-31ca57568780,Red
1G6KF54981U369344,2,1FMJU1J53AE684886,Ram 3500,Dodge,6/25/2019 7:56,5J8TB2H59CA945290,2003,adb8eefc-2ad6-43e7-9ff3-9d68e5ddf5ac,Yellow
1FTEW1CW7AK102571,2,1N6AA0CA2EN361002,Savana,GMC,3/2/2021 1:10,JTHBE1D29E5880409,1986,48f34608-fe7b-452f-9a71-8b47affd94a2,Green
JH4DC53816S370666,2,NM0KS6BN7AT420933,Magnum,Dodge,6/21/2015 16:56,1G4HP52K03U668075,1998,a3ee74a8-1dac-4d18-9e98-9ccc430b6469,Yellow
1ZVBP8AM5D5387249,1,1D7RB1GT3BS361839,C-Class,Mercedes-Benz,12/9/2016 9:31,3FAHP0JA2AR502148,2001,e9923e09-2c28-422e-a57b-49b40606a022,Fuscia
WAUPEAFM1BA500582,1,SCBDC4BL5AC413512,V8 Vantage,Aston Martin,1/6/2017 17:07,1D7RB1CT1BS555694,2012,b3d0869f-5d06-41da-86ce-8c92c0b469e2,Teal
1C4RDJAG0FC530800,2,4T1BF1FK9CU447473,Prius Plug-in,Toyota,8/15/2017 9:25,WP1AE2A23BL881582,1999,a3a7d7ab-3bf7-43fd-a8a8-bc1ec516f253,Teal
WBAYE8C59DD074071,1,1G6D25ED4B0125206,C70,Volvo,2/19/2020 1:29,4JGBB2FB7BA232305,2004,ec23c8c3-ede3-4b76-a5f8-09cbdca76df0,Puce
SCFAD02E19G661804,2,WUADUAFG7F7824502,Cayenne,Porsche,6/26/2018 11:26,1G6AL5S31D0543267,1992,2de44ac1-0e14-4b1e-9571-009adc6d536b,Puce
3C6TD4KTXCG863718,3,2C3CDYAG7CH747871,Z8,BMW,9/28/2020 13:59,4T1BF1FKXFU464223,2010,a7610b96-c692-4e92-9654-f640a5f89fc2,Violet
2V4RW3DG8BR185315,2,1GT01ZCG2EF468469,Park Avenue,Buick,1/26/2020 3:08,WDDDJ7CB2BA166544,1992,91e11499-91eb-4ccf-81ff-10f7e199301c,Yellow
WAUWGAFB7AN076336,2,WBAWL73558P856623,S4,Audi,2/26/2018 23:54,WVWAB7AJ0DW289043,2005,39154618-69a1-43f3-bb4e-4b416088d963,Yellow
WAUAF78E98A502732,1,2C3CCAGG7DH461487,Corolla,Toyota,5/15/2017 16:36,1N4AL2AP4BN597751,1997,152f95ef-ae2f-44c3-a61c-0f12c7ffba31,Puce
WBAKB0C51BC062838,1,WAUEG98E86A777113,Ram 2500,Dodge,9/22/2018 20:12,JH4CU4F49BC122195,1965,ddb73a19-043b-4adc-94b3-37163cd31983,Turquoise
1FT7W2A63EE992444,3,WBAUP9C51BV591984,Crown Victoria,Ford,1/4/2019 12:44,1HGCP2E30BA864052,1994,f78537ad-7ea8-4600-b0d0-bfbb0dd2dfc4,Teal
2C3CDYBT4CH052159,1,1N6AA0CA6EN167086,Quattroporte,Maserati,9/24/2016 21:07,1D7CE3BK7AS132084,1997,61efbe64-8ff1-4516-b95b-ece3d15c8681,Turquoise
1G6AL5SX9D0412588,3,WAUEH98E47A444325,Escalade,Cadillac,4/18/2019 0:40,WA1CMAFE9ED356239,1996,6f97adda-7c8d-4159-bf1f-3b4ab22b19b0,Khaki
WBANW13588C637064,3,WVGAV3AX1DW884855,LX,Lexus,8/5/2021 11:29,5TFCW5F13DX559130,1995,9be7fb71-918b-4978-a2fd-83628ccf9880,Violet
4JGDA0EB6FA509257,1,3D7JB1EKXAG920817,Sonoma,GMC,7/1/2015 8:49,WA1VMAFE5DD528516,1984,e1bed15b-23fd-4e5c-baa3-5d7d49c30cb6,Red
SCBFU7ZA9DC350088,3,4A4AP3AU1EE892457,GTO,Pontiac,6/17/2019 18:34,1G6DD67V680979144,2011,61a4e2d2-90c4-4ff9-8b95-7c69f3c105fe,Red
WAUKH94F48N401745,1,3D7TT2CT9BG497074,5-Sep,Saab,7/24/2016 21:56,1GD02ZCGXBZ774810,2004,378b5014-e290-4781-8e1a-fdd7cdd17600,Blue
2G61T5S39E9965908,2,1D7RV1GP3BS300159,VS Commodore,Holden,12/28/2017 22:11,1FMCU4K38CK081282,2001,0e3684e2-6d3b-4bf8-9ad7-e93385768f5b,Crimson
WAUCFAFH6CN989893,2,1N6AF0LX9EN873622,Cabriolet,Volkswagen,5/4/2019 19:08,W04GR5ECXB1600679,2008,bceb5bfe-27da-4d29-a82f-e0f3e2e50985,Violet
JTDKN3DP1C3040335,1,2G4GP5EX6E9761623,X6,BMW,3/30/2017 5:45,JTHBW1GG7D2755218,2005,0dff25d7-9f1a-4f84-aeba-de59d3f42c24,Green
WBAEB5C50AC932670,3,1G6DV5EPXA0124576,CLK-Class,Mercedes-Benz,11/5/2016 1:28,WAUBH74F57N054056,1995,9e9bbbe1-d9c2-44fd-82a0-db1a752fcb9f,Aquamarine
1GD01ZEG4BF034199,3,5GAER23D79J048092,F350,Ford,9/26/2018 19:59,WBA3B9C56FF562443,2007,05cf6997-06e7-43cd-8a76-0558258f6638,Fuscia
WUATNAFG0EN945374,1,JN1CV6EKXDM458982,M6,BMW,1/9/2017 14:39,WAUVT68E74A345037,1992,769cf43a-56dd-4abe-867d-ebf64dd54863,Green
SALAB2V65FA235917,2,WAUNF78P28A744958,Sportvan G20,Chevrolet,3/27/2015 1:38,2G4WS55J951478329,1995,5fbedc5c-7e00-4c39-8999-ce1e53a4911b,Goldenrod
KMHCT4AE2FU612218,2,WAUSF78E17A131648,3500,GMC,1/12/2018 11:48,3D7TP2CT1AG360214,1984,5ce838b2-011f-4166-be48-b1c60fa77b24,Khaki
WAUVC58E95A061050,2,WAUJT68EX3A562286,Passport,Honda,8/26/2019 15:43,WBS3U9C56FJ516355,2002,f424f74d-cc06-4af1-a4b5-4ee2fb112367,Yellow
1C6RD7LP7CS094245,3,YV1672MC0CJ882317,EXP,Ford,3/2/2020 19:38,1C3CDFDH0ED451695,2009,c65eec08-d049-43b3-ad57-ff8ea48643ee,Puce
2D4RN1AG3BR180144,1,3D4PH9FV9AT687050,Mustang,Ford,11/22/2019 13:10,1N6AF0KYXEN603759,1994,9b8d272d-257b-4db4-a1ed-44293fd9c330,Khaki
5NPDH4AE9CH513380,1,WBAUN1C56DV098232,Boxster,Porsche,5/11/2019 2:16,SCBBP9ZA1DC964604,1992,baf54ee3-1ef4-40a8-a69d-ee4d73f30ac3,Blue
NM0KS9BNXCT257599,1,YV4952CF1B1482587,Range Rover,Land Rover,10/26/2019 7:06,1FMJU1G51AE978973,2000,5f1c246d-4a49-45cb-8193-76edef367446,Fuscia
KMHFC4DF6AA671834,3,WAUCFAFH6AN818560,Tahoe,Chevrolet,4/18/2021 16:54,5TDBM5G12BS007086,2005,beb653b2-f514-4b12-b1f4-22dcf0064cd1,Pink
3D7LP2ET4BG493645,2,WBA3C3C5XEF595048,Pacifica,Chrysler,7/8/2021 23:48,JN1AZ4EH7FM018581,2005,b807dd64-0a18-4aae-8b19-316242d766b4,Maroon
JTMHY7AJ1A5776461,1,WBSBR93406P919975,A6,Audi,9/17/2019 20:30,WAUYP64B21N549651,1988,96d2ef95-d6df-4288-8e30-c012cdeacb49,Green
3C6TD4CT7CG121100,1,WAUVT68E32A485700,Monte Carlo,Chevrolet,7/25/2021 21:26,KNDPB3A29B7514000,1995,f5c0fe11-0726-46e2-8393-47dcc8fddf18,Fuscia
5GALRBED2AJ349538,1,5UXZV4C55BL745527,LTD Crown Victoria,Ford,12/3/2017 15:25,WBAUP93538V790060,1996,bd57fa29-877e-4640-a087-a79df34703ee,Aquamarine
1HGCR2E30EA458464,3,WA1WKAFP0CA239961,Bravada,Oldsmobile,3/31/2019 17:35,SCBLC37F93C338468,2011,be5033d2-119a-4720-9fe4-7dd322ef3e5e,Crimson
3GYT4LEF9CG034285,2,WAURVAFD2BN008208,Virage,Aston Martin,12/17/2017 11:38,WA1CGAFE4FD786821,1996,4fcb95da-4220-48f8-9ab9-ad6c6056d02b,Turquoise
1FMEU7EE8AU399900,3,WBABV13486J330015,7 Series,BMW,10/16/2020 10:06,1D7RV1CT6BS012087,2006,3ea16608-87cd-427f-ac29-2aba527ab39b,Puce
SCBDR3ZA3BC807752,1,1G6DX6ED7B0787742,Sable,Mercury,8/8/2021 3:51,WBAHN03556D687552,2003,585ff70b-7f58-4d87-86eb-46616b7cb229,Yellow
WBA5B1C55FG546934,2,1D7RB1CP2AS569475,V40,Volvo,2/11/2016 22:29,1N4AB7AP3DN782621,1993,1beaabce-d6e4-45fa-8132-1e1d5fd8d050,Orange
WVWAP7ANXDE934002,2,2G4GT5GC3B9139272,S6,Audi,8/13/2019 20:56,1GYEE23A890864213,2008,e32f18f0-bbe6-4457-b46f-30c3b78594d7,Teal
5N1AA0NC7FN140784,2,WBA3V9C51EP626078,200,Audi,9/4/2016 7:34,JTDKDTB37C1033467,1993,e6e71a5d-d8ad-419d-baa6-abd6338d1fe5,Pink
SAJWA6BC5F8578124,3,1C3BC1FB6BN404946,XK Series,Jaguar,12/12/2018 9:18,WBASP2C5XCC830718,2011,1b8d592f-2d41-46e5-a779-9d328596ea19,Violet
1GYEC63838R175474,3,WAUEL94F55N361392,F150,Ford,5/16/2017 14:55,WBAWB73567P559569,1990,15f2be5b-7d7c-4c39-9f27-3787042f1460,Crimson
KMHFC4DD6AA670200,3,WBA3B9C54FP648165,Magnum,Dodge,12/9/2020 10:02,1G6EC12902B741161,1986,c82ff575-523b-400e-8602-362f4c0afe1f,Red
WA1LMBFE5CD623962,2,1FTSW3A56AE721296,Corolla,Toyota,6/9/2017 3:33,JN1CV6FE5FM965445,1965,1e9af415-6d37-4e29-bc35-afe8a96fb9e2,Khaki
WAUPL58E45A634316,1,JN8AS5MT0FW397915,Express,Chevrolet,8/10/2016 23:32,1G4GG5E31DF977575,1964,a9d5f91e-e436-4266-a674-e4a852a259d9,Blue
SCFEBBDL9EG491555,2,JTMHY7AJ7E4599541,Corvette,Chevrolet,10/17/2020 0:26,2FMHK6CT6AB303900,2004,25fd2713-d2aa-4f55-950b-5f1ea7b6c9b6,Indigo
WBAPT73539C540568,1,WAUKH98E17A837332,Sequoia,Toyota,5/23/2018 1:43,WBA3A9C57DF436155,2003,11a7d7f3-abd3-4f87-a9d3-1d8e2d2f3a82,Puce
WA1WMAFE7ED459771,3,WBAKG1C59DJ559464,Navigator,Lincoln,2/22/2021 21:01,2G4WB55KX21572112,1995,0f4f589c-7958-416e-a2ed-ba0f2cd2e104,Aquamarine
5NPEB4AC3BH447119,2,4A31K3DT3BE865486,Escape,Ford,11/25/2015 16:21,1GYFC23229R038794,2012,cf5031f9-8789-4a5f-8c0d-52596bc6f0e3,Teal
1FTMF1E8XAK783707,1,WBA4B1C58FD669463,Express 3500,Chevrolet,12/12/2021 8:42,1C3CDZCB5DN314128,1998,fa031fbd-1c54-434f-b30d-5a4c17e9f052,Teal
3N6CM0KN3EK757580,3,WAUDG98E26A824292,APV,Chevrolet,12/20/2016 11:21,WAUEF78EX8A550287,1999,3aa35488-3e32-404b-89ee-59fc4b6e7bbb,Red
5YMGZ0C5XCL040866,2,WAUSF78E57A231834,Pathfinder,Nissan,7/23/2020 3:50,WA1LFAFP0CA266360,2009,9035467d-0458-4c11-9451-75bbee82d82d,Yellow
YV126MEB3F1913065,1,3LNHL2GCXBR898370,E-Series,Ford,3/8/2016 8:18,1N6AD0CU9AC129472,2005,cb1a0232-2736-475c-a93e-3a94c1f27243,Pink
3C3CFFDRXDT982186,2,WAUKFBFL9EN283834,F-Series,Ford,9/12/2021 14:50,1GYUKDEF1AR407705,2000,aae8a731-2462-45ba-bb17-f149bc7ad5fa,Puce
KNADH5A38B6529046,3,WAUKH98E76A645945,626,Mazda,7/9/2017 12:16,1C4SDJCT8FC350461,1998,6cfa7988-88c4-4adf-99ad-0042d61a80d5,Aquamarine
2C4RDGBG9ER875525,2,1G4GL5E35DF642055,Impreza,Subaru,10/20/2021 9:44,SAJWA0F71F8249043,1999,21714629-5729-40cc-8462-c4e58403a6f4,Pink
5TDBKRFH6FS321387,3,5UXFG83508L063460,Crown Victoria,Ford,2/11/2017 14:00,WBALM73589E276036,1996,fb6f9851-f963-4735-b5af-787b5c25f748,Maroon
4T1BK3DB3AU982841,2,3FA6P0D94DR895051,Caravan,Dodge,6/1/2016 23:40,19UYA42653A930999,1993,13d5b43f-6870-4afc-aa52-0f2579604865,Teal
TRUXD38J891966918,3,WA1MKBFP2AA763302,Suburban 1500,Chevrolet,5/19/2018 18:40,WAUKF78E57A871607,2000,bc6fb20b-cffa-478d-93fd-114194716b3d,Teal
JN8CS1MWXFM064158,2,WBAKE3C56BE963927,Continental GTC,Bentley,9/9/2019 22:46,JN8AE2KP0D9920552,2001,92be5ea7-681d-4a32-89bb-b48cce9b778b,Violet
1G6DA5EY7B0796231,1,1D4RD3GG0BC170573,900,Saab,10/21/2016 7:58,WAULF78K19N759098,1988,0d93bdbf-d8b2-45a8-a704-814613062b5e,Aquamarine
JTHBF1D29F5399302,1,5UXZV4C53BL816692,Aerostar,Ford,7/2/2017 14:05,1G6DG8EGXA0844438,2007,f36885c5-2ac9-431d-802a-a004bc45907a,Red
WBANN73527C417360,2,WVWED7AJ2DW032476,Diablo,Lamborghini,7/26/2015 22:36,2HNYD18845H957347,1965,580c7861-3971-458e-a02c-b09319098027,Blue
1G6DL8EG1A0677303,2,WVWAP7AN7DE069781,Econoline E150,Ford,11/23/2016 18:57,SCFEBBBK4EG240498,2000,35f4d5ca-f2b3-4a0c-acaf-f14c2ae35831,Indigo
WAUVF98K39A596949,1,WAUMF78K99N331252,Tredia,Mitsubishi,3/18/2020 7:48,JA4AP3AU3CZ412846,1997,619fe7e1-2849-4666-a0e5-9b60e70880a5,Fuscia
SCBLE47K48C453323,1,5NPEB4AC9DH731437,DTS,Cadillac,10/12/2019 19:15,2C4RDGDG1FR040954,2000,fabea07b-487f-44e4-a1ed-4bd327159ab3,Violet
1FTMF1EW0AK756062,3,WBA3C1G57DN951734,Avalanche 1500,Chevrolet,12/1/2019 12:05,1G6AE5SX4D0149128,1990,234d0e50-0e9f-40dd-9b79-dd00d2a02a36,Orange
1G6AZ5S34E0238670,2,2T1BU4EE2CC478309,Grand Voyager,Plymouth,11/11/2020 23:14,WAUAVAFD7CN198263,2008,e5e7f724-42c0-4c43-8627-d66baa8a1b37,Fuscia
JTEBU5JR1F5375247,2,1C6RD7HT9CS931244,Lumina APV,Chevrolet,12/15/2019 23:20,JTEBU5JR6E5386923,1995,24b5e921-aa7f-41c9-a7de-2844b69f6909,Orange
WBSKG9C55DE690734,1,WDDNG7DB8CA287713,M-Class,Mercedes-Benz,8/27/2018 7:27,WBAUN93539V791801,1991,01b1912e-0371-470e-8306-9e0d66d839b2,Maroon
3C63DRAL8CG890351,1,WAUCFAFR9FA108639,626,Mazda,11/18/2015 4:55,2G4GT5GR9C9210934,1995,371b6c68-1226-4bf4-83a4-97f5dcc2ff2d,Turquoise
WAUJC68E65A673680,1,1G6AX5S36E0811428,Accent,Hyundai,4/1/2020 16:58,WAULFAFR9CA247410,2011,9b62c0cd-461d-4a7a-8a0d-f5979fec5f06,Violet
WAUKF98P79A586553,1,3GYT4MEF2DG979604,8 Series,BMW,11/24/2017 6:35,JN1AV7AR1FM819678,1996,6c1b42a0-d4bd-4900-b40b-0aa629df7386,Violet
1FTEX1CM2BK409367,3,WAUJGAFC8DN103714,Corolla,Toyota,5/6/2021 19:44,WAUVT54BX3N888928,2000,061d64a1-b1ae-48ee-8faa-dfb39be6fa07,Green
WBA3F9C50EF826078,2,1GD11ZCG8BF453437,VUE,Saturn,8/24/2017 6:44,WAUJT64B64N290745,2003,3ce9b04f-741a-4e25-9ef0-7c46e30c9258,Fuscia
2HNYB1H6XDH195032,3,3D73M4CL2BG392028,Santa Fe,Hyundai,2/12/2016 16:49,WBA3B3C56FJ268602,2013,80e96f23-dbba-438a-8818-82046a5d0e68,Mauv
1GYEK63N23R386358,1,WAUJT54B84N794403,Sierra 2500,GMC,6/19/2015 21:31,WAUKD98P16A807713,2010,95e865b7-9b4c-4f6b-abc6-2487b4ae0445,Puce
3FAHP0DC3AR854202,1,VNKKTUD35FA593568,Firefly,Pontiac,10/27/2018 1:51,WVGAV7AX1FW914785,2003,eb28148b-57c1-4aa6-a9c1-632df5bb554f,Turquoise
3GYFK66N63G474278,2,WAUWFAFH8CN957900,6000,Pontiac,6/29/2021 11:04,1N6AA0CH6EN951054,2008,c2441a8e-b83a-425e-8fa4-9d0a6f2446c0,Teal
WBA3A9C57EF702145,3,KNADH4A37A6722765,Express 3500,Chevrolet,10/9/2021 0:35,WBAWV53508P700827,1986,49c6021f-5654-4a88-b3a2-59376f67b320,Goldenrod
